State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,sex_ratio,literacy_rate
Maharashtra,Osmanabad,18.19459456066944,75.9949557531381,525,1657576,861535,796041,1137810,3209,18183,367158,77832,444990,183972,300965,201646,260772,139479,96847,9913,1193594,440363,92.39798731334189,68.64300641418554
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,942870,893216,1157814,3982,21196,293480,133759,427239,229217,396713,204316,229103,116041,81333,9703,1266426,552643,94.73373847932378,63.058810970727954
Maharashtra,Pune,18.51696171428573,74.12922881632646,521,9429408,4924105,4505303,7171723,235018,490260,1165718,2056739,3222457,559840,1234549,1383055,1414563,867256,1086650,190336,6736249,1353077,91.49486048733729,76.05698045943076
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866405,528,1615069,761121,853948,1199392,7752,31062,538538,100824,639362,163025,378554,269872,247257,111600,65700,15429,1251437,319622,112.19608971503874,74.26258568519364
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1435728,1386415,2049467,13212,49056,626872,226801,853673,208511,507318,459156,453404,244804,214003,36983,2124179,579039,96.56529649070019,72.62094798172878
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1510842,1492899,2225694,14093,57423,774522,200949,975471,288427,495822,407977,556706,299993,243457,20884,2313266,545423,98.81238408781329,74.09740054152472
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172344,529,849651,417332,432319,666067,3517,15721,295847,44989,340836,86480,165284,134734,175070,89023,48418,3451,702460,121922,103.59114565861233,78.39301077736623
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,2227852,2089904,2910676,15145,59296,779929,376302,1156231,390337,788150,535848,643327,328020,236302,29051,2951035,976795,93.8080267450441,67.41177593175715
Maharashtra,Thane,19.698767747440268,72.79882742564581,517,11060148,5865078,5195070,8227161,256170,551643,713994,2904157,3618151,712171,1530916,1588196,1751284,1080597,961719,114453,7739336,1692022,88.57631560910187,74.38563209099914
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,668385,632389,1019458,4313,16260,268486,120218,388704,140470,186781,201471,225208,158055,93772,7017,1012774,212054,94.61448117477202,78.37318396585418
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,620302,576858,869917,1875,10757,274925,55921,330846,166509,238985,160331,162762,116032,47865,7294,899778,291525,92.99631469832437,72.66505730228207
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,1419965,1352383,2022574,6094,29917,629243,168889,798132,391944,562739,382001,389924,245819,123074,21889,2117390,718204,95.24058691587469,72.9552711275785
Manipur,Bishnupur,24.507121118012428,93.8246236024845,275,237399,118782,118617,156333,676,3447,34977,21172,56149,15941,36011,50004,31775,20077,20074,1440,175322,67610,99.86109006415114,65.85242566312411
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,74579,69603,90302,184,1782,30377,3783,34160,17382,28163,30589,18971,12213,8105,240,115663,38191,93.32788050255434,62.630564148090606
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,138820,135323,195935,837,4496,52972,4853,57825,32860,67907,65475,38567,23284,14523,509,243125,57561,97.48091053162369,71.4718230996232
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,247323,231825,264477,256,2170,38008,1826,39834,46757,81735,91395,62033,40438,24940,598,347896,191001,93.73370046457467,55.19735029677678
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,72371,68280,85006,125,1362,23982,4119,28101,11155,28461,26794,17867,11645,7102,270,103294,45317,94.34718326401459,60.43753688206981
Manipur,Thoubal,24.54539255319149,93.97959893617023,276,422168,210845,211323,269304,880,5110,65961,38302,104263,32396,69738,87932,55803,37899,28550,3214,315532,118088,100.22670682254737,63.79071838699285
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,94718,89280,129829,276,2437,36084,5806,41890,20670,29382,38350,31734,22729,15636,405,158906,42156,94.25874701746237,70.56000608702269
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,161223,156694,192147,288,2368,62698,11518,74216,51578,70679,52762,31328,9473,2484,298,218602,100781,97.1908474597297,60.439359958731366
Meghalaya,East Khasi Hills,25.303763888888888,91.75922519841272,298,825922,410749,415173,578030,5032,19306,106248,108843,215091,118135,163729,127722,94579,58836,61639,9397,634037,168575,101.07705679137379,69.98602773627533
Meghalaya,Jaintia Hills,25.33959557069844,92.376081601363,299,395124,196285,198839,187527,510,4333,76546,7171,83717,67749,61526,34677,26748,13544,8039,2934,215217,165184,101.30116921822861,47.46029094663954
Meghalaya,South Garo Hills,25.24056857855361,90.64560349127176,295,142334,73170,69164,82062,179,1625,35930,3713,39643,25906,28921,21506,13858,3998,826,831,95846,44849,94.52507858411917,57.654530892126964
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089943,293,643291,324159,319132,358702,1630,8872,139351,18594,157945,85733,129178,90963,70941,29404,10856,3547,420622,208900,98.44921782211816,55.76045677617129
Meghalaya,West Khasi Hills,25.50088992673993,91.25364542124538,296,383461,193715,189746,230678,149,2462,74832,12299,87131,80318,78208,45046,28417,12295,6450,541,251275,133244,97.95111374958057,60.15683472373984
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,199270,201039,340595,4019,21093,20570,80341,100911,29332,68214,100103,78752,37701,31310,2058,347470,38248,100.88774025191951,85.08302336445097
Mizoram,Champhai,23.541665809768663,93.24221799485862,284,125745,63388,62357,100802,186,2263,18395,12717,31112,14491,31359,30454,16259,4956,4087,78,101684,15449,98.37350918154856,80.16382361127678
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,42918,41037,65895,367,1986,9669,12507,22176,11367,18046,20399,9849,3473,2530,62,65726,14217,95.61722354256955,78.48847596926926
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,60599,57295,62861,162,1329,21993,5273,27266,19890,21114,16629,10538,3763,2515,125,74574,54874,94.5477648146009,53.31993146385736
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,82891,78537,121122,482,3725,21479,17315,38794,22181,33313,34774,19918,8503,5509,116,124314,32451,94.74731876802065,75.03159303218773
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,44828,41536,60191,90,1073,16726,4129,20855,9328,19711,19949,10756,3180,1771,22,64717,20091,92.65637547961096,69.69454865453199
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,28594,27980,42233,168,1194,7043,5784,12827,8422,14151,12130,7269,3628,2204,69,47873,8787,97.85269636986781,74.650899706579
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,32851,32086,54476,131,987,7472,8018,15490,8771,14985,16237,9062,2915,2128,35,54133,5963,97.6713037654866,83.89054006190617
Nagaland,Dimapur,25.81417681159423,93.75074057971014,265,378811,197394,181417,278037,3303,12077,49116,62853,111969,34539,61815,80076,44343,26712,27532,2939,277956,58926,91.90603564444714,73.39728782955089
Nagaland,Kohima,25.603114285714284,93.78600657596373,270,267988,138966,129022,197489,1928,7982,31845,44255,76100,21654,46756,57726,30518,19855,23439,1770,201718,45802,92.84429284861045,73.69322506977925
Nagaland,Mokokchung,26.47891176470589,94.522426006192,262,194622,101092,93530,159494,537,2728,37536,17742,55278,20259,43483,54035,27425,13077,10299,870,169448,22555,92.51968503937007,81.95065306080505
Nagaland,Mon,26.692073743016763,95.03072988826828,261,250260,131753,118507,119626,178,2844,43607,7415,51022,37431,46055,30500,7628,3565,1772,107,127058,130529,89.94633898279356,47.80068728522337
Nagaland,Phek,25.632729865771815,94.56814563758392,266,163418,83743,79675,105893,170,1558,38903,7295,46198,22494,32722,30434,12785,7268,5926,481,112110,44456,95.14228054882199,64.79885936677722
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,101933,94663,117511,155,2251,40690,9451,50141,29602,40900,33514,15013,6008,2760,116,127913,66450,92.86786418529819,59.77283362835459
Nagaland,Wokha,26.20261155115511,94.1990815181518,264,166343,84505,81838,128208,198,1757,38499,8170,46669,15865,37024,41627,18746,10223,8030,401,131916,25048,96.84397372936513,77.07447863751405
Nagaland,Zunheboto,26.028178205128214,94.50026666666668,263,140757,71217,69540,102881,261,2008,31267,6044,37311,16523,30889,35113,17282,8821,5560,1107,115295,25988,97.64522515691479,73.09121393607423
Punjab,Amritsar,31.54867982062777,74.79883856502238,49,2490656,1318408,1172248,1684770,29961,63864,275477,385476,660953,197944,313874,283819,328229,203656,142399,15879,1485800,540010,88.9139022214671,67.6436248120977
Punjab,Bathinda,30.190524611973352,75.05685898004437,46,1388525,743197,645328,844868,11284,32253,218159,137563,355722,117795,182796,145626,163928,96329,70240,16666,793380,438529,86.8313515797292,60.84643776669487
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,326671,290837,381285,4348,12276,99946,58917,158863,53734,89433,71178,75419,48360,29838,5790,373752,204895,89.03055367632878,61.745758759400694
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,320795,279368,426033,5138,14294,117559,57337,174896,51897,102257,83931,95073,59555,34990,4607,432310,142314,87.08614535762715,70.98621541147988
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,1071637,957437,1227511,10042,31070,348522,153868,502390,196971,306838,226433,221806,147698,82448,25734,1207928,714869,89.3434063960091,60.49611793359927
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,1212617,1085706,1634719,14428,38445,420860,185488,606348,180897,315156,290618,372317,243539,104345,22107,1528979,478020,89.53412330521509,71.12659969899792
Punjab,Hoshiarpur,31.551571698113197,75.8469857442349,38,1586625,809057,777568,1199699,13747,34328,422673,128592,551265,143871,256127,238975,301435,176013,93618,17427,1227466,294723,96.10793800684007,75.61326715512487
Punjab,Jalandhar,31.25033690721651,75.54400350515463,37,2193590,1145211,1048379,1622537,39082,79134,330339,377791,708130,183441,333736,304652,339758,216646,162965,34576,1575774,387809,91.54461492249027,73.96719532820627
Punjab,Kapurthala,31.33659263803684,75.47641165644177,36,815168,426311,388857,576567,9732,23145,165433,95770,261203,71698,127031,112774,128828,77442,48221,9501,575495,174995,91.21439512468596,70.72983728507498
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,1867816,1630923,2560225,58589,123400,395032,641789,1036821,277247,488129,443759,527568,318876,272280,44240,2372099,631980,87.31711260638093,73.17564985556224
Punjab,Mansa,29.919547714285727,75.4304922857143,47,769751,408732,361019,423560,2673,10085,145603,50786,196389,75708,106162,84553,85953,48663,27461,5658,434158,311513,88.32658074239355,55.025586196055606
Punjab,Moga,30.756540067340065,75.16008451178449,42,995746,525920,469826,627889,7897,21662,214295,74144,288439,98764,158812,116716,128693,85642,37417,11956,638000,306336,89.33411925768178,63.057145095235136
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,1002522,893164,1266791,24274,55105,299279,218090,517369,173890,283837,239609,256826,157435,141947,27272,1280816,518772,89.09171070560048,66.82493830729351
Punjab,Rupnagar,30.91093733075435,76.53743500967127,51,684627,357485,327142,502731,6600,17542,148162,60537,208699,53005,107715,98135,116836,68794,38823,9388,492696,124100,91.51209141642308,73.43137211941685
Punjab,Sangrur,30.18504520433689,75.89437014178496,53,1655169,878029,777140,1002077,10736,30955,292156,156788,448944,163251,250833,197901,220210,130155,73636,18393,1054379,570103,88.50960503582456,60.54227695177955
Rajasthan,Ajmer,26.199300378787907,74.6990419191919,119,2583052,1324085,1258967,1526673,13499,41732,409335,274919,684254,379043,394576,313680,200191,130608,172683,28138,1618919,1034334,95.08203778458332,59.10345591184382
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,1939026,1735153,2182476,9750,45770,782294,212967,995261,492781,492981,468628,324050,230415,222622,31390,2262867,1384905,89.4858036973202,59.40037216477477
Rajasthan,Banswara,23.45364203296701,74.44246868131869,125,1797485,907754,889731,829343,2324,15062,390437,39407,429844,240067,190259,137780,75011,50438,47094,8145,748794,1040914,98.01455019752048,46.13907765572453
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,633945,588810,693307,1363,9491,249184,69804,318988,203489,194024,144190,76209,46847,49939,8057,722755,545842,92.88029718666446,56.70040196114512
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,1369022,1234729,1188322,2766,37730,542825,55980,598805,406804,352636,219932,101291,52272,39533,7328,1179796,1501858,90.1905886099712,45.63884949060029
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,1355726,1192736,1480869,4179,26106,479437,129697,609134,363676,330336,314953,211938,147520,132571,23311,1524305,1104824,87.97765920252323,58.108341423179944
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,1220736,1187787,1256126,6207,24014,530015,145865,675880,398993,338296,258990,141250,92785,106667,10928,1347909,1180456,97.3008906102548,52.15337366510513
Rajasthan,Bikaner,28.124890683229808,73.2694332298137,101,2363937,1240801,1123136,1278801,7607,29531,335754,196179,531933,410155,333211,254335,143669,80296,101714,18577,1341957,1015331,90.51701280060219,54.09623860534354
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,577160,533746,585044,1392,7705,239836,63452,303288,153500,159218,121104,63248,41227,41052,6460,585809,553622,92.47799570309793,52.66368171564471
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,1051446,988101,1149269,2577,15259,344897,148996,493893,336671,302022,237220,161520,100677,77282,13320,1228712,910226,93.97543953755114,56.34922852966859
Rajasthan,Dausa,26.912348176291808,76.57342097264443,109,1634409,857787,776622,938051,1719,14539,361084,59610,420694,229035,235474,208537,135234,92559,90833,13764,1005436,681980,90.53786079761059,57.39389589753849
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,696532,692020,681591,1477,11742,322816,31547,354363,238847,175059,114245,60656,42887,39312,4834,675840,764563,99.35221928066478,49.086458411352254
Rajasthan,Hanumangarh,29.181335179153105,74.74632573289902,100,1774692,931184,843508,1034136,3360,16217,389059,108694,497753,239601,273441,219194,153628,104087,84185,14416,1088552,723454,90.58446021409303,58.271294399253506
Rajasthan,Jaipur,27.03345929018789,75.77117286012533,110,6626178,3468507,3157671,4300965,76565,182350,754841,977838,1732679,819004,875940,823570,659389,455527,703673,96562,4433665,2046038,91.03833436115309,64.90868491610095
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,361708,308211,308653,754,7416,159117,30830,189947,109484,71132,41264,20142,12759,10604,1720,267105,397649,85.20989306291263,46.07318198170226
Rajasthan,Jhalawar,24.24725541474657,76.11242891705066,129,1411129,725143,685986,739792,1750,9403,298624,63763,362387,226614,203488,143108,73388,46267,47985,6972,747822,696680,94.60009956656825,52.42554011716859
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,1923928,1763237,2031532,19335,54808,584215,307442,891657,497762,512035,405132,259304,154789,177199,30720,2036941,1591957,91.64776436540245,55.09739867893083
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,783639,674609,805849,1059,13045,305047,59308,364355,220644,193938,170399,104208,69443,67639,14402,840673,668926,86.08670574078116,55.26145072717398
Rajasthan,Kota,25.17571808000001,76.18618928000002,127,1951014,1021161,929853,1298345,12843,36297,203454,311735,515189,286676,294591,250092,172538,118710,167778,27485,1317870,588142,91.05841292411286,66.5471903328218
Rajasthan,Nagaur,27.078620160481464,74.14215667001012,112,3307743,1696325,1611418,1758624,4449,35328,675712,166489,842201,513871,486057,388822,242053,147701,117444,14853,1910801,1533137,94.99465019969641,53.16688751211929
Rajasthan,Pali,25.80490393541874,73.55285640766905,118,2037573,1025422,1012151,1085693,4043,19270,512909,139808,652717,293818,359329,271312,144581,71472,67021,9403,1216936,983050,98.70580112383,53.28363695435697
Rajasthan,Rajsamand,25.248947674418588,73.96570215946844,123,1156597,581339,575258,619139,1989,9222,304622,61054,365676,190090,190388,140839,72969,41063,34286,4732,674367,544517,98.95396661844465,53.53109164211908
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,704031,631520,741748,1887,14310,282057,71264,353321,205450,172925,151108,87349,57625,70870,14384,759711,586492,89.70059557036551,55.53872521528568
Rajasthan,Sikar,27.646440586419764,75.29317422839503,111,2677333,1374990,1302343,1652117,5647,28382,527560,178274,705834,369959,438872,367412,282595,200430,181282,19321,1859871,967497,94.71654339304287,61.7075649536311
Rajasthan,Sirohi,24.7976905263158,72.75309131578945,117,1036346,534231,502115,476806,2146,10297,238535,69639,308174,117971,147381,110385,58213,30724,27076,5251,497001,577092,93.98836832755867,46.008379440843115
Rajasthan,Tonk,26.15393507170793,75.79192216427637,120,1421326,728136,693190,749659,1908,12482,298911,81755,380666,237191,190750,154825,91853,64431,67155,9919,816124,661902,95.20062186184998,52.743635168849366
Rajasthan,Udaipur,24.440767521367487,73.84029839743584,130,3068420,1566801,1501619,1582629,14211,48517,665449,182769,848218,442946,386075,277392,164290,102085,142672,20010,1535470,1528671,95.83980352322982,51.57797824287418
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,374703,380191,480604,1749,8371,223955,30322,254277,60697,134123,113437,96860,53934,57524,16126,532701,233438,101.46462665097424,63.66509735141622
Tamil Nadu,Chennai,13.058098905608746,80.28139151846807,603,4646732,2335844,2310888,3776276,217368,355838,0,1314125,1314125,167207,516445,720331,801050,464207,905515,67277,3642032,419065,98.93160673401134,81.267350903818
Tamil Nadu,Coimbatore,10.871376995940452,77.0761901217862,632,3458045,1729297,1728748,2635907,63273,149920,284795,884957,1169752,220388,466745,523563,526165,273098,440520,53709,2504188,519919,99.9682529952923,76.22535276435094
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,1311697,1294217,1815281,15396,50938,497429,260780,758209,169844,412237,418769,386652,186394,227530,67411,1868837,634041,98.66737516362392,69.66005017817164
Tamil Nadu,Dharmapuri,12.300141200000004,78.11509813333339,630,1506843,774303,732540,917709,3651,18927,396819,91107,487926,129778,240222,221194,177877,103367,112592,26069,1011099,512824,94.60637502373102,60.902761601573616
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,1080938,1078837,1481834,9155,38677,443818,269724,713542,207751,386421,372636,282628,153100,163050,29443,1595029,480681,99.80563177536547,68.61057286059891
Tamil Nadu,Erode,11.267012155963302,77.42034334862393,610,2251744,1129868,1121876,1492662,18604,58861,411286,432398,843684,175017,345914,319484,269016,155344,215514,30391,1510680,608003,99.29266073559036,66.28915187516876
Tamil Nadu,Karur,10.79532776617955,78.08749686847605,613,1064493,528184,536309,727044,4915,17995,212241,152420,364661,76629,190229,167466,146666,77874,85595,14951,759410,276930,101.53828968692729,68.29955669036809
Tamil Nadu,Madurai,9.904313833333331,78.0136603333333,623,3038252,1526475,1511777,2273430,34097,95311,417718,592723,1010441,234611,525151,532616,453509,250285,363152,39350,2398674,449125,99.03712802371477,74.82690705050142
Tamil Nadu,Nagapattinam,10.789468161718288,79.79437299431483,618,1616450,798127,818323,1213008,5585,19692,399016,118724,517740,136593,323359,313357,249630,122350,125639,35762,1306690,253572,102.53042435602353,75.0414797859507
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,869280,857321,1176131,8960,31581,370357,257127,627484,123573,297179,247516,214836,126468,169206,21582,1200360,388418,98.62426375851278,68.11828557958671
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,282157,283066,375823,1507,7745,155413,33179,188592,85210,106751,85101,71650,41447,44025,9189,443373,109011,100.32216106635667,66.49110174214425
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,803188,815157,1110545,4494,18272,399712,104229,503941,97231,283299,270046,251855,121706,111731,31315,1167183,447346,101.49018660637361,68.62226533897284
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,682658,670787,978946,5172,22379,290478,126761,417239,246909,293886,236511,189132,105978,97405,16785,1186606,107292,98.26106190801251,72.32994321897085
Tamil Nadu,Salem,11.629324202127654,78.2478257978723,608,3482056,1781571,1700485,2285562,20660,63867,572813,597539,1170352,188672,571061,518763,457866,242306,296399,60365,2335432,955045,95.44862371468777,65.63828956225862
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032254,622,1339101,668672,670429,959744,5773,24456,309224,143193,452417,101778,216931,236700,199263,103903,115894,23941,998410,311112,100.26275961906586,71.67077016595462
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,1182416,1223474,1790998,13495,42912,479070,274302,753372,138375,431983,419605,373111,178126,222410,49261,1812871,461123,103.47238197047402,74.44222304427883
Tamil Nadu,Theni,9.924066666666668,77.43458833333331,624,1245899,625683,620216,870080,4667,18830,189328,221295,410623,90590,219747,213496,156676,95231,101147,14674,891561,270738,99.12623485055532,69.83551636208072
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,1235889,1228986,1626813,6445,27529,563102,147061,710163,203879,442688,423135,343955,174560,158041,36454,1782712,672427,99.44145469374676,65.9998174349612
Tamil Nadu,Vellore,12.78488263229308,79.02643283582084,605,3936331,1961688,1974643,2773928,20623,69912,653499,486801,1140300,191963,721473,719731,641585,311434,308514,71127,2965827,891430,100.66040063455554,70.46988680575896
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,967709,974579,1398788,10219,37357,363782,370942,734724,163264,398670,317054,230321,138306,167506,35156,1450277,403246,100.70992416108562,72.01753807880192
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,194544,183686,276217,273,5067,89457,14071,103528,64515,84516,74015,21430,9157,6425,890,260948,109130,94.41874331770704,73.0288448827433
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,352860,341087,520402,997,10310,150437,42184,192621,129329,179547,158211,47160,22720,18419,3736,559122,156840,96.66354928300176,74.99160598720074
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,447544,428457,646810,948,10393,219171,44906,264077,129846,223185,204201,70173,31690,26870,5160,691125,188363,95.73516793879485,73.83667370242728
Tripura,West Tripura,23.780166241299334,91.41310788863107,289,1725739,879428,846311,1361354,6394,36186,289621,217016,506637,248343,421485,451563,156277,88122,85405,13478,1464673,279053,96.2342568123826,78.88527755355823
Uttar Pradesh,Agra,26.995129749103928,78.05278291517321,146,4418797,2364953,2053844,2680510,27183,82012,496971,406852,903823,600839,904836,647340,450571,317618,199395,20781,3141380,963202,86.8450239814491,60.66153299189803
Uttar Pradesh,Aligarh,27.937485768500927,78.00146831119557,143,3673889,1951996,1721893,2092567,13634,58336,582117,275942,858059,456870,491605,443958,334738,216997,172585,20498,2137251,1352181,88.21191231949246,56.957817723943215
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,3131807,2822584,3665727,24122,85491,983266,265304,1248570,823863,934881,738076,596615,502826,428871,36764,4061896,1756098,90.1263711333425,61.56342437035123
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,1212410,1185478,1486939,2509,27308,501559,65031,566590,342667,392873,353570,247028,172872,194387,15458,1718855,813502,97.77863923920125,62.010360784156724
Uttar Pradesh,Auraiya,26.668923940149607,79.42637057356606,162,1379545,740040,639505,930836,2404,14279,255836,58438,314274,133123,291837,282449,168866,101542,79012,6531,1063360,276224,86.4149235176477,67.47413096346983
Uttar Pradesh,Azamgarh,26.00829095477384,83.01220251256285,191,4613913,2285004,2328909,2771917,6652,47324,891024,80434,971458,831966,1344726,879745,489060,312571,158303,8087,4024458,1218146,101.92144083774033,60.077357332051996
Uttar Pradesh,Baghpat,29.04579349999999,77.30266300000002,139,1303048,700070,602978,797970,2989,19999,246055,69991,316046,139646,272939,215070,132197,79475,44164,3730,887221,376700,86.13110117559673,61.23872643218055
Uttar Pradesh,Bahraich,27.69177630057803,81.46779783237004,180,3487731,1843884,1643847,1398368,2681,35463,698520,61742,760262,447648,493760,215939,104762,65106,47690,7028,1381933,1920966,89.15132405292306,40.09391779354543
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,1672902,1566872,1963590,4672,42969,564927,64454,629381,436021,515010,443440,409484,323582,200434,20283,2348254,1032533,93.66191205462125,60.608857284489595
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1114721,1033944,868357,1551,15510,410070,35768,445838,379253,227932,122911,65516,40633,37109,2777,876131,1332817,92.75361278741497,40.413791819571685
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,965876,833534,1002937,1655,18612,378056,67569,445625,325773,415195,249238,114783,61702,63112,5728,1235531,588025,86.29824118209791,55.73699156945888
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,1707073,1553626,1692458,3159,26293,635840,79068,714908,533140,420824,350564,197780,132332,113799,12281,1760720,1540841,91.01110497324953,51.90476029832867
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,2357665,2090694,2191759,15164,56575,631613,362798,994411,717585,641251,442110,272840,172554,146446,16806,2409592,1744527,88.67646591012718,49.271180675840235
Uttar Pradesh,Basti,26.83388045454545,82.69790590909092,185,2464464,1255272,1209192,1393783,3423,30244,513960,31065,545025,470355,349221,324085,211477,162961,143642,13030,1674771,1021192,96.32908246180908,56.55521849781535
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,1921215,1761498,2135393,7303,37341,683875,224648,908523,498971,827447,549594,255028,159528,148185,14658,2453411,1308683,91.68666703101943,57.984236078130444
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,1845260,1653911,2031656,7865,38225,658449,221628,880077,443641,540754,475146,338138,217882,151182,17796,2184539,1185318,89.6302418087424,58.0610664640282
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1017905,934851,1174606,3492,20762,344937,50822,395759,295979,367768,276638,196240,135962,88299,7586,1368472,543247,91.84069240253265,60.15119144429719
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,527721,464009,531072,827,9437,207237,23558,230795,168472,174106,124256,69641,40266,35826,3660,616227,383908,87.92695382598001,53.55005898782935
Uttar Pradesh,Deoria,26.42218856548857,83.82440706860709,190,3100946,1537436,1563510,1875239,4469,36068,597778,67928,665706,602403,473097,449571,372031,277548,194341,23334,2392325,1130108,101.6959405139466,60.47312658782191
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,947339,827141,1055202,2635,19712,334246,67752,401998,238019,214091,201984,178434,119665,88607,8092,1048892,718310,87.31203930166498,59.4654208556873
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,845856,735954,1062003,2964,21506,265643,85483,351126,171216,292852,298700,195192,121283,118571,13400,1211214,397708,87.00700828509818,67.13846795759288
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,1259628,1211368,1450901,4746,28625,510378,79288,589666,356093,361114,347114,231129,176303,179996,18947,1670696,981915,96.1687101271169,58.71725409510983
Uttar Pradesh,Farrukhabad,27.45063297872342,79.44062845744679,159,1885204,1006240,878964,1092677,2624,18733,316647,94843,411490,270550,330084,257279,184298,115069,110391,9368,1277039,710960,87.35132771505803,57.96067693469779
Uttar Pradesh,Fatehpur,25.8374362030905,80.8541620309051,172,2632733,1384722,1248011,1512166,3385,33501,558807,77733,636540,409875,463642,376472,227119,134445,116445,10212,1738210,895178,90.12718798430298,57.437119525603244
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,1332046,1166110,1521806,5834,31797,349747,185621,535368,324525,416295,368905,277163,166249,108627,11313,1673077,672115,87.54277254689401,60.91717250644075
